text,page,bbox,font_size,font_name,font_flags,page_height,page_width,block_index,total_blocks,relative_position,font_size_z_score,font_size_percentile,is_largest_font,is_common_font_size,font_size_deviation,is_first_page,is_last_page,page_position_normalized,prev_font_size_diff,prev_text_length,prev_page_diff,next_font_size_diff,next_text_length,next_page_diff,text_length_z_score,is_short_text,is_medium_text,is_long_text,title_score,h1_score,h2_score,h3_score,heading_likelihood,heuristic_class,heuristic_confidence,block_width,block_height,aspect_ratio,sentence_count,avg_sentence_length,word_count,avg_word_length,unique_word_ratio,char_count,alpha_ratio,digit_ratio,punct_ratio,space_ratio,stopword_ratio,bigram_diversity,starts_with_number,ends_with_punct,has_colon,parentheses_count,quote_count,flesch_score,heading_rank,heading_percentile,preliminary_label,label,source_file
Acknowledgements,2,"(72.0, 526.2144775390625, 167.3214111328125, 538.5035400390625)",11.0,ArialMT,0,842.0,596.0,14,131,0.10687022900763359,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.6249578118041123,0.0,13,0,0.0,874,0,-0.9251100177885784,False,True,False,1,1,1.0,0.0,1.0,Title,0.3333333333333333,95.3214111328125,12.2890625,7.756605610298792,1,1.0,1,16.0,1.0,16,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,0,0.0,77,0.4198473282442748,Paragraph,H1,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"The research for this report was conducted by Roberta Rocca in June and July 2021 as part of the OCHA Centre for Humanitarian Data’s Data Fellows Programme. The research was supervised by Leonardo Milano, team lead for predictive analytics at the Centre and Stuart Campo, the lead for the Data Fellows Programme. The findings and recommendations draw primarily on interviews with key informants from ACAPS, ICRC, IDMC, IFRC, the Millennium Institute, OCHA, REACH, the University of Bergen, and WFP. The author gratefully acknowledges the inputs and feedback from everyone involved in this research. The research findings are presented in a descriptive manner based on the author’s analysis. Given the limited duration of the research and relatively small number of key informants, the findings should not be considered to be representative of the entire humanitarian sector.",2,"(72.0, 555.3070068359375, 518.653076171875, 698.5125732421875)",11.0,ArialMT,0,842.0,596.0,15,131,0.11450381679389313,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.6595095093063391,0.0,16,0,5.0,17,1,1.933775241879856,False,False,True,6,3,1.5,0.0,6.0,Title,0.5714285714285714,446.653076171875,143.20556640625,3.1189644884668497,6,22.5,135,5.481481481481482,0.6592592592592592,874,0.8203661327231121,0.004576659038901602,0.019450800915331808,0.15331807780320367,0.36538461538461536,0.8774193548387097,False,True,False,0,0,0.0,11,0.9236641221374046,Title,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
Executive Summary,3,"(72.0, 72.5234375, 224.04080200195312, 90.3984375)",16.0,Arial-BoldMT,16,842.0,596.0,16,131,0.12213740458015267,2.261318638439296,0.9770992366412213,False,False,5.0,False,False,0.08613234857482185,5.0,874,1,-5.0,357,0,-0.9217779836864007,False,True,False,7,6,1.5,0.0,7.0,Title,0.4827586206896552,152.04080200195312,17.875,8.505779132976398,1,2.0,2,8.0,1.0,17,0.9411764705882353,0.0,0.0,0.058823529411764705,0.0,1.0,False,False,False,0,0,0.0,4,0.9770992366412213,Title,H1,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"The Global Humanitarian Overview 2021 estimates that 235 million people are in need of humanitarian assistance, with 160 million targeted for assistance in over 30 countries. These estimates are based on needs assessments that take place on a yearly basis to inform Humanitarian Needs Overviews and Humanitarian Response Plans in different crisis contexts.1",3,"(72.0, 97.51806640625, 521.4962158203125, 167.9921875)",11.0,ArialMT,0,842.0,596.0,17,131,0.1297709923664122,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.11581718100504751,-5.0,17,0,0.0,627,0,0.21111361105400453,False,True,False,2,2,0.5,0.0,2.0,Title,0.4444444444444444,449.4962158203125,70.47412109375,6.378174127526311,2,26.5,53,5.754716981132075,0.8301886792452831,357,0.8095238095238095,0.036414565826330535,0.008403361344537815,0.14565826330532214,0.32727272727272727,1.0,False,False,False,0,0,0.0,34,0.7480916030534351,H3,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"Although efforts are being made to include scenarios and risk projections in humanitarian planning, they largely remain static representations of humanitarian crises at a given moment in time. However, in many humanitarian contexts, the number of people in need of humanitarian assistance can fluctuate over short time scales as a result of sudden shocks (e.g., escalations in armed conflict) or seasonal environmental phenomena (e.g., floods), among other factors. Humanitarians need more robust methods for understanding and modeling these dynamics in order to more effectively address the needs of people affected by crises.",3,"(72.0, 184.795654296875, 512.5392456054688, 298.908447265625)",11.0,ArialMT,0,842.0,596.0,18,131,0.13740458015267176,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.21947227351172802,0.0,357,0,0.0,363,0,1.1107628186419733,False,False,True,0,0,0.0,0.0,0.0,Title,0.0,440.53924560546875,114.11279296875,3.860559663333376,3,30.666666666666668,92,5.826086956521739,0.782608695652174,627,0.8277511961722488,0.0,0.02073365231259968,0.14513556618819776,0.3142857142857143,0.9615384615384616,False,True,False,4,0,0.0,91,0.31297709923664124,Paragraph,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
Complex systems modeling is a class of mathematical methods that predict the behavior of a system over time based on a set of assumptions on how components of the system interact. These techniques are suited to providing dynamic projections of how a humanitarian crisis will unfold and what effects different potential interventions could have in a given context.,3,"(72.0, 315.7119140625, 522.8917236328125, 371.639892578125)",11.0,ArialMT,0,842.0,596.0,19,131,0.1450381679389313,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.37495476729513066,0.0,627,0,0.0,848,0,0.2311058156670705,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,450.8917236328125,55.927978515625,8.06200645186637,2,29.0,58,5.275862068965517,0.7931034482758621,363,0.837465564738292,0.0,0.005509641873278237,0.15702479338842976,0.45,1.0,False,True,False,0,0,0.0,92,0.3053435114503817,Paragraph,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"Recognizing this potential, the Centre for Humanitarian Data (the Centre) conducted research on opportunities to apply complex systems modeling to humanitarian needs assessment as part of its 2021 Data Fellows Programme. This report summarizes the main findings from the Centre’s research. The first section provides a definition of complex systems and an overview of the main modeling techniques relevant to humanitarian action. The second section explains why the use of complex systems modeling would be desirable in the humanitarian sector. The third section outlines feasibility, viability, and desirability criteria that can help assess whether specific problem spaces are suitable to complex systems modeling techniques. The fourth section proposes a general workflow for the development of the most suitable model for humanitarian settings.",3,"(72.0, 388.443359375, 514.3685913085938, 531.648681640625)",11.0,ArialMT,0,842.0,596.0,20,131,0.15267175572519084,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.4613341560273159,0.0,363,0,0.0,48,0,1.8471423552232367,False,False,True,6,2,1.0,0.0,6.0,Title,0.6666666666666666,442.36859130859375,143.205322265625,3.0890513307044865,6,20.333333333333332,122,5.959016393442623,0.680327868852459,848,0.8384433962264151,0.0047169811320754715,0.01061320754716981,0.14268867924528303,0.32592592592592595,0.8805970149253731,False,True,False,2,0,0.0,12,0.916030534351145,Title,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
The research yielded the following key findings:,3,"(72.0, 548.4521484375, 302.9688415527344, 560.7412109375)",11.0,ArialMT,0,842.0,596.0,21,131,0.16030534351145037,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.6513683473129454,0.0,848,0,0.0,364,0,-0.8184849265188932,False,True,False,2,1,0.5,0.0,2.0,Title,0.5714285714285714,230.96884155273438,12.2890625,18.794667335505405,1,7.0,7,6.0,1.0,48,0.8541666666666666,0.0,0.020833333333333332,0.125,0.25,1.0,False,True,True,0,0,0.0,35,0.7404580152671756,H3,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"- There is strong interest within the humanitarian community in the prospect of using complex systems modeling to improve the ability to understand, predict and respond to the needs of crisis-affected communities. - To determine which problems are best suited to being modeled using complex systems techniques, humanitarians should consider the following criteria:",3,"(90.0, 562.99853515625, 517.3705444335938, 633.47265625)",11.0,ArialMT,0,842.0,596.0,22,131,0.16793893129770993,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.6686443410406769,0.0,48,0,0.0,350,0,0.23443784976924817,False,True,False,0,1,0.0,0.0,1.0,H1,1.0,427.37054443359375,70.47412109375,6.064219571678988,2,26.5,53,5.886792452830188,0.7735849056603774,364,0.8379120879120879,0.0,0.01098901098901099,0.14285714285714285,0.3508771929824561,0.9642857142857143,False,True,True,0,0,0.0,78,0.4122137404580153,Paragraph,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
- Feasibility: clear goals and output; clear target geographic area; existence of previous models and/or literature relevant to the problem space. - Viability: data availability; synergy with domain experts and humanitarian actors in the field. - Desirability: complexity of the problem space; ability to inform response activities; potential impact.,3,"(126.0, 635.729736328125, 515.5110473632812, 720.750244140625)",11.0,ArialMT,0,842.0,596.0,23,131,0.17557251908396945,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.7550234398196259,0.0,364,0,-3.0,87,0,0.1877893723387609,False,True,False,0,3,1.0,0.0,3.0,H1,0.75,389.51104736328125,85.0205078125,4.581377568601326,3,16.333333333333332,49,6.163265306122449,0.8163265306122449,350,0.82,0.0,0.03142857142857143,0.13714285714285715,0.18333333333333332,0.9491525423728814,False,True,True,0,0,0.0,31,0.7709923664122137,H3,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
1 See the Global Humanitarian Overview 2021 for more details: https://hum-insight.info/,3,"(72.0, 757.9166259765625, 379.4103698730469, 769.889892578125)",8.0,ArialMT,0,842.0,596.0,24,131,0.183206106870229,-1.5304604544957152,0.08396946564885496,False,False,3.0,False,False,0.9001385106610006,-3.0,350,0,3.0,370,1,-0.6885355965339643,False,True,False,0,1,0.5,0.0,1.0,H1,0.6666666666666666,307.4103698730469,11.9732666015625,25.674728551766325,1,11.0,11,7.0,1.0,87,0.7471264367816092,0.05747126436781609,0.034482758620689655,0.11494252873563218,0.21428571428571427,1.0,True,False,True,0,0,0.0,79,0.40458015267175573,Paragraph,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"- Out of the techniques considered (network/graph models, agent-based modeling and System Dynamics), System Dynamics is currently the most suitable for a pilot of complex systems modeling in the humanitarian sector. This is due to its potential to support response simulation even in contexts with limited data availability and due to availability of relevant expertise.",4,"(90.0, 72.35986328125, 520.4674682617188, 142.833984375)",11.0,ArialMT,0,842.0,596.0,25,131,0.19083969465648856,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.08593807990647269,3.0,87,1,0.0,33,0,0.25443005438231414,False,True,False,2,2,0.0,0.0,2.0,Title,0.5,430.46746826171875,70.47412109375,6.108163700106006,2,27.5,55,5.745454545454545,0.7636363636363637,370,0.8297297297297297,0.0,0.010810810810810811,0.14594594594594595,0.36065573770491804,0.9666666666666667,False,True,False,2,0,0.0,36,0.732824427480916,H3,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
The main recommendations include:,4,"(72.0, 159.637451171875, 249.18862915039062, 171.926513671875)",11.0,ArialMT,0,842.0,596.0,26,131,0.1984732824427481,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.1895931724131532,0.0,370,0,0.0,1764,0,-0.8684654380515581,False,True,False,2,2,0.5,0.0,2.0,Title,0.4444444444444444,177.18862915039062,12.2890625,14.418400846312778,1,4.0,4,7.5,1.0,33,0.8787878787878788,0.0,0.030303030303030304,0.09090909090909091,0.2,1.0,False,True,True,0,0,0.0,37,0.7251908396946565,H3,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"- The Centre should coordinate initial pilots to better understand the potential impact of complex systems modeling techniques in the sector. One promising use case relates to infectious diseases modeling. The development of a Cholera Response Simulator (i.e, a model that would make it possible to simulate and evaluate the effectiveness of different possible cholera response strategies) has been identified as a suitable problem space for a pilot and an opportunity to concretely understand the potential impact of these techniques in the sector. More detailed information on this pilot and preliminary data exploration is available in this repository. - The Centre should develop partnerships with actors from technical research environments and the development sector, where complex systems modeling is more widely in use. - The Centre should create medium-term (6-12 months) research fellowships with academic institutions for students with relevant technical training in systems modeling or sponsor applied doctoral fellowships which would involve sustained collaborations with the Centre on systems modeling projects. - The Centre should coordinate events and develop educational resources tailored to humanitarians to increase uptake of these techniques within the sector. - To help bridge the technical gaps that constitute the main barrier to the adoption of predictive modeling techniques in the sector, the Centre should leverage its annual Data Fellows Programme to implement projects at the intersection of predictive analytics, data literacy, and data visualization. - The Centre should continue its work in closing data gaps and consider how to improve and communicate model accuracy through collaboration between modelers and actors in the field.",4,"(90.0, 174.18359375, 522.2381591796875, 521.036865234375)",11.0,ArialMT,0,842.0,596.0,27,131,0.20610687022900764,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.20686887618764846,0.0,33,0,5.0,28,1,4.899285592817975,False,False,True,2,2,0.5,0.0,2.0,Title,0.4444444444444444,432.2381591796875,346.853271484375,1.2461700514742267,9,28.666666666666668,258,5.841085271317829,0.5697674418604651,1764,0.8373015873015873,0.0017006802721088435,0.008503401360544218,0.14569160997732428,0.35507246376811596,0.8327272727272728,False,True,False,4,0,0.0,38,0.7175572519083969,H3,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
I. What is a complex system?,5,"(72.0, 109.681640625, 294.2476806640625, 127.556640625)",16.0,Arial-BoldMT,16,842.0,596.0,28,131,0.21374045801526717,2.261318638439296,0.9770992366412213,False,False,5.0,False,False,0.13026323114608077,5.0,1764,1,-5.0,604,0,-0.8851256085624464,False,True,False,6,7,0.0,0.0,7.0,H1,0.5384615384615384,222.2476806640625,17.875,12.433436680506993,2,3.0,6,3.8333333333333335,1.0,28,0.75,0.0,0.07142857142857142,0.17857142857142858,0.42857142857142855,1.0,False,True,False,0,0,41.640000000000015,5,0.9694656488549618,H1,H1,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"Many social and natural phenomena can be described as complex systems. The climate is a notable example of a complex system: climate phenomena emerge from the interactions between multiple subsystems, including the atmosphere, oceans and terrestrial ecosystems, (which are themselves complex systems). The nervous system is another notable example: the biological and cognitive functions supported by the system cannot be explained in terms of the ‘sum’ of the activities of single neurons. The behavioral dynamics of both human and non-human social groups can also often be described as complex systems.",5,"(72.0, 134.67626953125, 520.8789672851562, 234.24267578125)",11.0,ArialMT,0,842.0,596.0,29,131,0.22137404580152673,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.15994806357630642,-5.0,28,0,0.0,87,0,1.0341260342918872,False,False,True,2,1,0.0,0.0,2.0,Title,0.6666666666666666,448.87896728515625,99.56640625,4.508337542665464,4,22.5,90,5.722222222222222,0.6666666666666666,604,0.8294701986754967,0.0,0.014900662251655629,0.14735099337748345,0.375,0.9029126213592233,False,True,True,2,0,0.0,39,0.7099236641221374,H3,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"Complex systems are systems whose global behavior is emergent, non-linear and adaptive:",5,"(72.0, 251.04638671875, 518.01953125, 263.33544921875)",11.0,ArialMT,0,842.0,596.0,30,131,0.22900763358778625,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.29815485358521376,0.0,604,0,0.0,522,0,-0.6885355965339643,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,446.01953125,12.2890625,36.29402415766052,1,12.0,12,6.333333333333333,0.9166666666666666,87,0.8390804597701149,0.0,0.022988505747126436,0.12643678160919541,0.21428571428571427,1.0,False,True,True,0,0,0.0,93,0.29770992366412213,Paragraph,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"- Emergent: It cannot be explained from the behavior of individual components but is said to emerge from the interactions between individual components. - Non-linear: Due to the ways in which interactions between the multiple components of the system accumulate, small changes in the behavior of individual components may result in disproportionate effects on the global state of the system. - Adaptive: Individual components of the system can change their behavior to adapt to changes in the behavior of other components.",5,"(90.0, 265.592529296875, 522.8881225585938, 365.1591796875)",11.0,ArialMT,0,842.0,596.0,31,131,0.2366412213740458,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.31543055735970904,0.0,87,0,0.0,225,0,0.7608992379133188,False,True,False,0,1,0.0,0.0,1.0,H1,1.0,432.88812255859375,99.566650390625,4.347722062159014,3,27.0,81,5.45679012345679,0.5555555555555556,522,0.8256704980842912,0.0,0.013409961685823755,0.1532567049808429,0.43820224719101125,0.7840909090909091,False,True,True,0,0,0.0,80,0.3969465648854962,Paragraph,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"Given these properties of emergence, non-linearity and adaptiveness, the behavior of complex systems can only be predicted through techniques that explicitly factor in the dynamic interconnectedness between system components.",5,"(72.0, 381.962646484375, 486.9055480957031, 423.34423828125)",11.0,ArialMT,0,842.0,596.0,32,131,0.24427480916030533,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.4536373473686164,0.0,522,0,5.0,64,1,-0.22871489043344692,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,414.9055480957031,41.381591796875,10.026331276290716,1,29.0,29,6.793103448275862,0.9310344827586207,225,0.8577777777777778,0.0,0.013333333333333334,0.12444444444444444,0.40625,1.0,False,True,False,0,0,0.0,94,0.2900763358778626,Paragraph,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
II. Why use complex systems modeling in the humanitarian sector?,6,"(72.0, 72.5234375, 520.8878784179688, 111.556640625)",16.0,Arial-BoldMT,16,842.0,596.0,33,131,0.25190839694656486,2.261318638439296,0.9770992366412213,False,False,5.0,False,False,0.08613234857482185,5.0,225,1,-5.0,353,0,-0.7651723808840506,False,True,False,6,7,0.0,0.0,7.0,H1,0.5384615384615384,448.88787841796875,39.033203125,11.500154803602703,2,5.0,10,5.5,1.0,64,0.828125,0.0,0.03125,0.140625,0.25,1.0,False,True,False,0,0,0.0,6,0.9618320610687023,H1,H1,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"Many humanitarian crises can be considered complex systems. Crises often come about as a result of interactions between multiple, mutually reinforcing political, social, and environmental factors, whose effects accumulate over time in non-linear ways. This makes these crises prone to sudden escalations and often resistant to humanitarian intervention.",6,"(72.0, 118.67626953125, 517.3915405273438, 174.60400390625)",11.0,ArialMT,0,842.0,596.0,34,131,0.2595419847328244,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.1409456882793943,-5.0,64,0,0.0,547,0,0.1977854746452939,False,True,False,2,1,0.0,0.0,2.0,Title,0.6666666666666666,445.39154052734375,55.927734375,7.963697180024446,3,16.0,48,6.375,0.8958333333333334,353,0.8441926345609065,0.0,0.019830028328611898,0.13314447592067988,0.2727272727272727,1.0,False,True,False,0,0,0.0,40,0.7022900763358778,H3,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"In slow-onset and protracted crises, the effects of the interaction between multiple crisis drivers accumulate non-linearly over long time scales. This is the case, for example, for protracted food insecurity crises, where environmental, social, economic, and geopolitical factors reinforce each other in ways which make interventions targeting single crisis drivers often ineffective. Other crises are punctuated by sudden-onset seasonal shocks, such as floods or typhoons, whose effects propagate to the whole system over very short time scales.",6,"(72.0, 191.40771484375, 513.7149658203125, 290.97412109375)",11.0,ArialMT,0,842.0,596.0,35,131,0.26717557251908397,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.22732507701157958,0.0,353,0,0.0,668,0,0.8442000904677603,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,441.7149658203125,99.56640625,4.436385548668053,3,25.666666666666668,77,6.116883116883117,0.8311688311688312,547,0.8336380255941499,0.0,0.021937842778793418,0.13893967093235832,0.3146067415730337,0.9431818181818182,False,True,False,0,0,0.0,95,0.2824427480916031,Paragraph,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"To intervene in humanitarian contexts where needs can change dramatically over time, current needs assessment techniques need to be complemented by modeling techniques which factor in these complex systems characteristics. Complex systems modeling can support more effective and data-driven humanitarian response. Modeling techniques that factor in complexity help better predict how and why needs may change over the timeline of a crisis. They also support the development of tools that enable humanitarians to run more dynamic projections of possible scenarios, which can help identify leverage points for interventions to maximise the impact of humanitarian action.",6,"(72.0, 307.77783203125, 516.2056274414062, 421.890625)",11.0,ArialMT,0,842.0,596.0,36,131,0.2748091603053435,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.36553186702048696,0.0,547,0,0.0,580,0,1.2473762168312574,False,False,True,2,0,0.0,0.0,2.0,Title,1.0,444.20562744140625,114.11279296875,3.8926891182398173,4,23.75,95,6.042105263157895,0.7052631578947368,668,0.8488023952095808,0.0,0.008982035928143712,0.1407185628742515,0.3564356435643564,0.97,False,True,False,0,0,0.0,41,0.6946564885496184,H3,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"Complex systems modeling can also help humanitarians understand the likely evolution of the situation at different time scales, enabling responders and policy makers to better understand the short and long-term impacts of planned response activities. In this way, it can provide insights on how to better coordinate humanitarian and development activities in order to address needs while also fostering the coping capacity of affected populations. These models could also help humanitarians understand the unintended consequences that immediate actions could have in the long run.",6,"(72.0, 438.6943359375, 522.1075439453125, 538.2607421875)",11.0,ArialMT,0,842.0,596.0,37,131,0.2824427480916031,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.5210146507571259,0.0,668,0,0.0,602,0,0.9541572158396232,False,True,False,2,0,0.0,0.0,2.0,Title,1.0,450.1075439453125,99.56640625,4.520676811565774,3,28.0,84,5.916666666666667,0.75,580,0.846551724137931,0.0,0.008620689655172414,0.14310344827586208,0.3258426966292135,0.9318181818181818,False,True,False,0,0,0.0,42,0.6870229007633588,H3,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"The potential applications of complex systems modeling in humanitarian action have pushed both practitioners and researchers to advocate for its introduction in the sector. Support has also been expressed by the technical experts and humanitarian actors interviewed as a part of this research. In addition, the high level of participation in the Complex Systems Modeling webinar organized by the Centre in June 2021 suggests a more general interest from within the humanitarian and academic communities in partnering to explore the possibilities offered by these new techniques for humanitarian action.",6,"(72.0, 555.064453125, 520.4981079101562, 654.630859375)",11.0,ArialMT,0,842.0,596.0,38,131,0.2900763358778626,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.6592214407660333,0.0,580,0,5.0,94,1,1.0274619660875317,False,False,True,2,1,0.5,0.0,2.0,Title,0.5714285714285714,448.49810791015625,99.56640625,4.504512363176272,3,29.666666666666668,89,5.775280898876405,0.7528089887640449,602,0.840531561461794,0.006644518272425249,0.006644518272425249,0.1461794019933555,0.41935483870967744,0.9456521739130435,False,True,False,0,0,0.0,43,0.6793893129770993,H3,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"III. When is complex systems modeling feasible, viable and desirable in humanitarian settings?",7,"(72.0, 72.5234375, 520.0365600585938, 111.556640625)",16.0,Arial-BoldMT,16,842.0,596.0,39,131,0.29770992366412213,2.261318638439296,0.9770992366412213,False,False,5.0,False,False,0.08613234857482185,5.0,602,1,-5.0,624,0,-0.6652113578187206,False,True,False,6,7,0.0,0.0,7.0,H1,0.5384615384615384,448.03656005859375,39.033203125,11.478344696022017,2,6.5,13,6.3076923076923075,1.0,94,0.8404255319148937,0.0,0.031914893617021274,0.1276595744680851,0.25,1.0,False,True,False,0,0,0.0,7,0.9541984732824428,H1,H1,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"Not all humanitarian issues are well suited to complex systems modeling. Some may be too vaguely defined to be modeled accurately (e.g., in terms of the target geographical area, the goals, or what factors should be included in the model). Others may require domain knowledge that is not available to the modeler or require data that cannot be collected. While modeling may be feasible in terms of clarity of target and data availability, responding to the model outputs may remain a challenge due to factors such as limited humanitarian access in the area or relevant interventions falling beyond the scope of the response.",7,"(72.0, 118.67626953125, 522.3444213867188, 218.2431640625)",11.0,ArialMT,0,842.0,596.0,40,131,0.3053435114503817,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.1409456882793943,-5.0,94,0,0.0,406,0,1.1007667163354404,False,False,True,2,3,1.0,0.0,3.0,H1,0.5,450.34442138671875,99.56689453125,4.5230337202630535,4,25.75,103,5.067961165048544,0.6796116504854369,624,0.8173076923076923,0.0,0.016025641025641024,0.16346153846153846,0.41228070175438597,0.9380530973451328,False,True,False,2,0,0.0,32,0.7633587786259542,H3,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"Before embarking on the development of a complex systems model, humanitarians should evaluate whether the problem space meets a number of feasibility, viability, and desirability criteria outlined in Figure 1 and described in more detail below. These criteria are based on a review of modeling literature as well as the interviews conducted with modeling experts and humanitarians as part of this research.",7,"(72.0, 235.04638671875, 522.735595703125, 305.5205078125)",11.0,ArialMT,0,842.0,596.0,41,131,0.31297709923664124,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.27915247828830164,0.0,624,0,0.0,131,0,0.37438328206071,False,True,False,4,2,1.0,0.0,4.0,Title,0.5714285714285714,450.735595703125,70.47412109375,6.395760439545212,2,31.0,62,5.564516129032258,0.7419354838709677,406,0.8349753694581281,0.0024630541871921183,0.012315270935960592,0.15024630541871922,0.417910447761194,1.0,False,True,False,0,0,0.0,16,0.8854961832061069,Title,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
"Figure 1. Criteria for determining the feasibility, viability and desirability of complex systems modeling in humanitarian settings",7,"(77.25, 328.32421875, 512.559814453125, 353.26220703125)",11.0,Arial-BoldMT,16,842.0,596.0,42,131,0.32061068702290074,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.38993375148456055,0.0,406,0,0.0,34,0,-0.5419260960381471,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,435.309814453125,24.93798828125,17.45569087384724,2,8.5,17,6.764705882352941,1.0,131,0.8549618320610687,0.007633587786259542,0.015267175572519083,0.12213740458015267,0.2777777777777778,1.0,False,False,False,0,0,0.0,96,0.2748091603053435,Paragraph,H2,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
Feasibility Viability Desirability,7,"(77.25, 364.8720703125, 436.5127868652344, 377.1611328125)",11.0,Arial-BoldItalicMT,18,842.0,596.0,43,131,0.3282442748091603,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.43333975096496435,0.0,131,0,0.0,72,0,-0.8651334039493804,False,True,False,1,1,1.0,0.0,1.0,Title,0.3333333333333333,359.2627868652344,12.2890625,29.23435265019072,1,3.0,3,10.666666666666666,1.0,34,0.9411764705882353,0.0,0.0,0.058823529411764705,0.0,1.0,False,False,False,0,0,0.0,81,0.3893129770992366,Paragraph,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
Clear goals and output Data availability Complexity of the problem space,7,"(77.25, 388.77099609375, 504.9440002441406, 413.708984375)",11.0,ArialMT,0,842.0,596.0,44,131,0.33587786259541985,-0.10854329464508607,0.9083969465648855,False,True,0.0,False,False,0.46172327327048696,0.0,34,0,0.0,28,0,-0.7385161080666293,False,True,False,0,1,0.5,0.0,1.0,H1,0.6666666666666666,427.6940002441406,24.93798828125,17.150300794940577,1,11.0,11,5.636363636363637,1.0,72,0.8611111111111112,0.0,0.0,0.1388888888888889,0.2727272727272727,1.0,False,False,False,0,0,0.0,82,0.3816793893129771,Paragraph,Paragraph,f2558b421c2bbdec48e576c09dbc08ddc9f1c4a5.pdf
